headline,inLanguage,datePublished,reviewBody,ratingValue,Company
Avanceret Mcdonalds,da,2011-10-27T12:47:04Z,"Og ikke fordi der er noget i vejen med Mcdonalds :-)
- Men hvis man forventer en restaurant oplevelse, så er det nok ikke Jensens man skal vælge.
Som så meget andet får man, hvad man betaler for, så servicen og madens kvalitet osv. er ikke meget over Mcdonalds. 
Jeg kommer på Jensens i ny og næ, og er alt i alt tilfreds, men måske også fordi jeg ikke forventer det store :-)",3,www.jensens.com
god mad til ok pris,da,2011-10-26T21:18:28Z,"god og hyggelige omgivelser, generelt god oplevelse hver gang, en enkelt resturation skiller sig dog ud som ekstremt dårlig, har været der 15 gange, og de 13 var det med et MEGET utilfredsstillende resultat, kommer der ikke mere. Den ligger i Rosengårdscentret i Odense. en skamplet for jensens.",4,www.jensens.com
"Hmm, lidt skuffende..",da,2011-10-26T07:34:41Z,"Var på Jensens i Roskilde 25 okt, det startede fint nok, og vi bestilte 2x Strip Steaks, 1 gang Jensens Rips, og 1 gang Laks..

Laksen var ok, bøfferne, tja 1/3 var sej fedtkant, så 300g som der stod på menukortet, var den ikke i nærheden af..

Tilbehør, Jensens reklamerer med tilbehør(f. eks. Pommes frites) ad libitum, og der var da også en 12-15 pommes frites med i første omgang, men da vi bad om flere (vi var 3 der spiste pommes frites)kom tjenere en med en skål, med ca. 15 pommes frites i, så ja, det var jo så lige 5 mere til hver, tak for det.. Og så skyndte betjeningen sig væk, så vi ikke så mere til dem før vi var færdige med at spise..

Jensen Rips, som vores søn fik, er også Ad libitum, hvis man skal tro menukortet, men man skal jagte en tjener for at benytte sig af tilbudet, vi andre havde været færdige med vores mad 15-20 minutter inden det lykkedes at komme i kontakt med en, om at han godt ville have et ben mere..

Hmm, man regner med at kvaliteten/servicen er højere end på McDonalds, når man går på Jensens, men hmm, faktisk ikke rigtig..

*****

Var i fredags(18/11) på besøg hos Jensens Trianglen i København.

Vi bestilte samme menu som vi tidligere havde hos Jensens i Roskilde, men hold da op en forskel, super betjening fra tjenerne, der oplyste at der var fri salatbar med til vores menu, og der blev flere gange spurgt om vi manglede noget, super super service på en behagelig måde fra tjenerne..

Maden var også utrolig god og veltilberedt, vi var rigtig positivt overraskede over oplevelsen, det var en god aften på Jensens, vi gik glade og mætte derfra, Jensens Bøfhus Trianglen kunne for min skyld godt få 10 stjerner for betjeningen i fredags :-)",3,www.jensens.com
For travl en stemning,da,2011-10-25T20:51:09Z,"Jensens er et hyggeligt sted at spise, dog vil jeg sige, at det er rigtig ærgerligt, sådan som deres tjenere skynder på en.

At maden er hurtigt klar er en fordel, men ikke hvis der ingen pauser er mellem forret, hovedret og dessert. Vi indtog det hele i løbet af en halv time, og tjeneren kom ofte for at få os videre, trods det, at der var masser af ledige borde. 

At spise ude er en nydelse, og ikke noget der skal haste, synes jeg.

Opdatering: Jeg ændrer ovenstående anmeldelse grundet en enormt dårlig oplevelse på Jensens forleden. De var ikke spor fleksible mht. menu sammensætning (En forret til halvdelen af den pris, de andre forretter koster kunne ikke vælges i stedet). Det tog lang tid før end vores mad ankom, og da vi fik dessert glemte de te og kaffe, som vi ventede 15 minutter på at modtage.

Ikke en god oplevelse overhovedet, og årsag til, at vi ikke vender tilbage.

Angående deres online booking; Jeg forstår simpelthen ikke, hvorfor deres udvalg i Tag Med Hjem er så ringe - menuerne indholder eksempelvis pork, men dette kan ikke bestilles alene. Ej heller kan sovse-typen ændres. Det er noget firkantet og mangler i den grad kundevenlighed.",1,www.jensens.com
Mega god,da,2011-10-25T16:37:08Z,mega dejlig mad og masser af det,4,www.jensens.com
Lang ventetid,da,2011-10-24T23:11:50Z,"Måtte vente 25 minutter på at få lov at afgive bestilling. Derefter gik der dog kun 8 minutter før maden kom. Den var udmærket, men der manglede flere ting ifbm. borddækning, fx bestik.
Afrydning efter hovedret var også langsom, ligesom servering af desserten tog ekstremt lang tid. 
Prisen er fin, og maden smagte godt, men det irriterer mig, at der er SÅ lang ventetid og dårlig betjening, når der ikke er mere end ti borde ""igang""..",2,www.jensens.com
Jensens i Roskilde,da,2011-10-24T17:19:41Z,"Jensens i Roskilde.
Vi (5 voksne og to børn på 5 år) besøgte restauranten i efterårsferien, og alle var tilfredse. Personalet var søde og smilende, og maden levede til fulde op til vores forventninger.",5,www.jensens.com
hold fast de er faldet af på kvalitet og service,da,2011-10-24T17:12:59Z,der er ikke mere at sige,1,www.jensens.com
Jensens bøfhus i Herningscentret. Elendig. Ikke engang nok til en stjerne,da,2011-10-24T12:25:33Z,"Vi gik ud at spise på Jensens Bøfhus på vores søns fødselsdag. Selv om vi oplyste at det var hans fødselsdag, var der hverken et ""tillykke"", et flag eller et smil....
Maden var elendig. Kyllingebøffen var Meget lille og mere end gennemstegt (helt tør). Tacos med kylling, uden kylling!!!! Ingen som kom og spurgte om maden var OK. 
Det var en skuffet familie som gik fra stedet med omkring 900 kr mindre i pungen.
Jensens bøfhus i Herningcentret anbefales IKKE.",1,www.jensens.com
Billig bøffer,da,2011-10-24T12:23:41Z,"Jeg spiser kun på Jensens når deres frokost tilbud gælder og så synes jeg det er nogle meget rimelige priser. Nogle af bøfferne er smager ikke af en million, men prisen taget i betragtning, så er det okay.",4,www.jensens.com
Elendig kok!,da,2011-10-24T10:50:39Z,"Når jeg endeligt tager på bøfhus forventer jeg en rimelig kvalitet. nu fik vi så kun en frokostbøf, men den skal vel også være ok??
Vi bestilte en gennemstegt og en medium til mig. Da maden så kom fik min kammerat en jeg kalder for medium og jeg fik en næsten rå af slagsen. Med de par retter der er på menukortet, skulle der vist ikke være noget stort i det. Hvis en kok på et bøfhus ikke engang magter at stege en medium bøf, hører han sku ikke hjemme i et køkken! Toppen var at serveringen (en tøs på måske 18-19 år) forsøgte at bilde mig ind at det skam var ok! En bøf der er gennemstegt er i min verden ikke rød indeni og en medium er stegt noget mere end 2mm på hver side, så den er rå og blodig indeni. Hvor svært er det at stege en simpel bøf? Jeg har gjort det utallige gange hjemme med godt resultat uden at være lært som kok!",1,www.jensens.com
"Vejle, den ved Bryggen",da,2011-10-24T00:14:55Z,"Jeg bestilte en favorit med sovs og kartofler, og en stor rød bøf..
Jeg fik det, det smagte fantastisk, de var lidt længe om det..
Rejecocktail fuldstændig latterlig dyr pris, for salat der ikke er hakket ordenligt og 15 rejer..
Og da jeg kom hjem, havde jeg fået fantastisk dårlig mave..
Jeg tror måske det var rejerne, for de andre havde ikke noget..
Udover det, synes jeg betjeningen var god, men jeg kunne godt ha' ønsket mig at de fjernede barnestolen, når der ikke var noget barn..
- og prisstigning på softicebaren? Hvorfor nu det?",3,www.jensens.com
Aldrig mere,da,2011-10-23T17:49:02Z,"Sidste gang vi var der var for godt 4 år siden, og kommer der aldrig igen, min oksebøf smagte af gammel får, jeg brokkede mig, og her fik jeg af vide at det kunne jeg da ikke tillade mig, når det ikke kostede mere at spise der. Nå ik ?? Kommer der ALDRIG igen. Og det var i Silkeborg.",1,www.jensens.com
De sidste 3x har de skulle lave min bøf om,da,2011-10-22T22:59:51Z,"2 af gangene var pga scener i kødet så jeg kun fik det halve af den bøf jeg havde bestilt, en anden pga forkert stegning.
Og så synes jeg bestemt heller ikke at det er rimeligt at man skal vente 45min fra man har bestilt til man får sin mad",2,www.jensens.com
sløv betjening,da,2011-10-21T18:30:18Z,"Ikke at de ansatte er sløve, slet ikke, men fordi virksomheden ikke vil investere i flere medarbejdere så tager maden altid en lang tid at blive serveret, og når den så endelig kommer er den ikke altid helt varm.
Det kan gøres meget bedre.",1,www.jensens.com
Uprofessionelt...,da,2011-10-20T19:10:19Z,"Dårlige erfaringer i både Roskilde og Fredericia!

De gange jeg har været der, er jeg gået hjem med mave problemer.
Min veninde og jeg har oplevet flere gange, at tjenerne flirter, de prøver at komme rigtig tæt på en, mens vi bestiller. Istedet for at passe deres arbejde, kommer de og forstyrrer os flere gange, MENS vi spiser, selvom jeg flere gange har sagt, vi nok skal sige til hvis der er noget. Også står de ved kassen/baren, og glor direkte på os. Ret irriterende og ubehageligt.

En anden gang bliver en tjener rigtig fornærmet, da min veninde fik noget rigtig beskidt bestik, og hun ville selvfølgelig have noget rent. Tjeneren var bare flabet, sukker højt, og ruller med øjnene.

- Men det værste er, at man KONSTANT skal fortælle dem, at ens kød skal være gennemstegt. Og alle gangene har de os fået maden tilbage, for kræver det er gennemstegt. Men nej. Efter to ture frem og tilbage med min mad, forstår de det stadig ikke? Et simpelt krav som dette, er åbenbart for meget for dem.

I Fredericia er den også gal! Har været på deres Jensens tre gange, og det er da også slut nu!
Første gang blev man absolut ikke hørt! Ventede på betjening i en halv time!
Anden gang bad tjeneren min veninde og jeg, om at få fat i en Amanda(tror det var en Amanda) - ja hvem af dem er det? Bordene var møg beskidte, is bærgerne var ligeså ulækre, samt skeerne. Deres tag-selv-is tilbehør (som vafler) var blødt. Og betjeningen var elendig. De havde ikke styr på hvad min veninde og jeg havde bestilt, så vi kunne faktisk ha' stået og løjet, og betalt et meget mindre beløb. Og det skal siges at der nærmest var ingen gæster den dag.
Tredje gang bestilte jeg burger. Og understreger overfor tjeneren AT BØFFEN SKAL VÆRE GENNEMSTEGT! Tjeneren forsikrer mig om at deres oksebøffer altid er gennemstegte. Men hvad opdager jeg? BØFFEN ER RØD! Virkelig rød. Den havde nærmest ikke fået noget.

Jeg har fået nok af Jensens. Det er slut nu!!!",1,www.jensens.com
Fin fin også til børn,da,2011-10-20T13:29:28Z,Med små børn er Jensens bøfhus altid sagen. God mad og meget lækkert at der er plads til børn (også fra tjenernes side).,5,www.jensens.com
Tjaeee,da,2011-10-18T18:20:47Z,"Sønnen er stadig glad for stedet, jeg har været der...
Jeg vil ikke diskutere om min bøf skal være rød eller medium. 
Jeg vil ikke vente på at skulle betale. 
jeg vil gerne have ordelig mad...
Held og lykke",1,www.jensens.com
Vent vent vent,da,2011-10-17T19:17:05Z,"Der er altid mega lang ventetid på maden efter min mening, og det er meget meget svært at få kontakt med tjenerne.",1,www.jensens.com
Aldrig mere Jensens Bøfhus!,da,2011-10-16T13:49:01Z,"Jeg og familien har ikke sat vores ben i den biks, siden de smadrede en fødselsdagsaften for os i sin tid. Det var en uges tid efter åbningen af ""restauranten"" (en tilsnigelse af en betegnelse, når der ikke er een kok indblandet i madlavningen) i Tilst.
1: Ved ankomsten kunne de ikke se den reservation, jeg havde fået bekræftet to dage forinden.
2: Da vi havde fået et bord, gik der tre kvarter før vi kunne afgive vores bestilling (hvilket jeg også har været ude for i andre Jensens-butikker). Til gengæld kunne man allerede på dét tidspunkt tydeligt se på serveringspigerne, at det gik alt for hurtigt på stedet: De var åbenlyst stressede, i en grad så de fleste var kogt-hummer-røde i ansigterne.
3: Da maden nåede frem, var ungernes og min ""restaurantburger"" OG mine kartofler kolde. Min kærestes bøf, bestilt som medium, var stegt i bund, blev afvist og vendte til gengæld tilbage som pebersteak - hvilket IKKE var bestilt. Da den hårdtprøvede serveringsfyr ville sende bud efter en NY steak, var kæresten nået så langt at hun havde mistet appetitten. Til gengæld kunne ""restauranten"" strække sig så langt, at vi fik et nedslag i prisen på desserterne. Woo hoo!

Der var ikke ét bord omkring os, der ikke sendte kød tilbage til køkkenet i løbet af aftenen. Vores nabobord måtte oven i købet lide den tort, at får leveret 6 gange kartofler der var bestilt som fritter - og kartoflerne blev stående på deres bord, indtil den rigtige bestilling nåede frem.

Jeg var på det tidspunkt medproducer og -vært på en ugentlig radioudsendelse og fik Jensens daværende adm. dir. til at stille op til et interview om min oplevelse. Hun lagde sig omgående og gav mig ret i, at det... ikke var godt nok. Til gengæld ville hun springe for et gavekort til hele familien, så de kunne få en chance for at rette op på skaden. Det gavekort fik jeg heller aldrig *lol*

Det er ikke min eneste uheldige oplevelse med den madfabrik, men det var med 100% sikkerhed den sidste.",1,www.jensens.com
Klam salatbar m. opfyldning oveni rester.,da,2011-10-16T11:43:51Z,Under standart for prisklassen. Kedeligt kød og skummel salatbar hvor der hældes nyt oven i rester (odense c),2,www.jensens.com
Uforskammet betjening i Bagsværd,da,2011-10-16T09:42:19Z,"Blev kostet ned i et mørkt hjørne, trods det der var pladser vi hellere ville sidde på. Det skulle vi ikke bestemme. Maden var forståeligt nok ikke en nydelse. Sej bøf.",1,www.jensens.com
Kødets kvalitet er for svingende..,da,2011-10-15T22:28:09Z,"Vi plejer at spise forholdsviv tit, på Jensens Bøfhus i enten Aalborg eller Skalborg, men jeg synes kødet har været for ærgeligt de sidste tre eller fire gange, så det får desværre nok en ende. Sidst vi var der alle fire, var hverken børnenes eller mit kød i orden. Børnene gv op og tegnede bare, jeg fik min byttet, til en anden, der ikke var bedre. Tvært i mod. Jeg fik tilbudt at få den byttet igen,da hende der serverededen, godt kunne se, den heller ikke var i orden, men efter to gange 30 minutters ventetid (konen havde spist op for længst og børnene havde spist deres råstegte kartofler samt salat) orkede jeg ikke at vente igen igen, så vi betalte og gik. Ikke noget med at den blev trukket fra på regningen eller et gavekort på en ny portion. Det synes jeg er super dårlig service.",3,www.jensens.com
